date,month,hour,minute,second,index,unknown1,unknown2,x,y
1,11,17,49,33,900,12,1201017,49352.125,156982.84375
1,11,17,51,15,900,12,1201017,50032.375,156781.859375
1,11,17,52,58,900,12,1201017,50032.375,156781.859375
1,11,17,54,41,900,12,1201017,50032.375,156781.859375
1,11,17,56,26,900,12,1201017,50032.375,156781.859375
1,11,17,58,7,900,12,1201017,50032.375,156781.859375
1,11,17,59,51,900,12,1201017,50032.375,156781.859375
1,11,18,1,27,900,12,1201017,50032.375,156781.859375
1,11,18,3,9,900,12,1201017,50032.375,156781.859375
1,11,18,4,52,900,12,1201017,50032.375,156781.859375
1,11,18,6,27,900,12,1200021,50031.375,156781.15625
1,11,18,9,39,900,12,1200021,48671.0,155980.640625
1,11,18,9,39,900,12,1200021,48671.0,155980.640625
1,11,18,45,42,900,10,1000018,50116.375,159505.921875
1,11,18,45,42,900,10,1000018,50116.375,159505.921875
1,11,18,47,7,900,10,1000018,50151.25,160665.421875
1,11,18,48,29,900,10,1000018,50225.25,163284.234375
1,11,18,49,58,900,10,1000018,50218.125,163928.296875
1,11,18,51,3,900,10,1000018,50228.375,163411.125
1,11,18,52,21,900,10,1000018,50225.0,163284.96875
1,11,18,52,23,900,10,1001006,50224.0,163244.484375
1,11,18,52,23,900,10,1001006,50224.0,163244.484375
1,11,18,53,38,900,10,1001006,50158.0,160905.71875
1,11,18,53,39,900,10,1001006,50157.375,160885.65625
2,11,7,19,25,900,3,301522,43455.0,155800.359375
2,11,7,19,26,900,3,301522,43455.0,155800.359375
2,11,7,21,8,900,3,301522,43658.5,155455.984375
2,11,7,22,51,900,3,301522,44249.125,154457.5625
2,11,7,24,33,900,3,301522,44585.5,153889.890625
2,11,7,38,4,900,3,301522,51435.125,153714.796875
2,11,7,38,4,900,3,301522,51454.75,153714.421875
2,11,7,39,43,900,3,301522,52215.0,154372.984375
2,11,7,41,21,900,3,301522,55073.875,154303.25
2,11,7,44,43,900,3,301522,55807.5,156083.953125
2,11,7,46,24,900,3,301522,55807.5,156083.953125
2,11,7,47,59,900,3,301522,55807.5,156083.953125
2,11,7,49,33,900,3,301522,55807.5,156083.953125
2,11,7,51,14,900,3,301522,55807.5,156083.953125
2,11,7,52,49,900,3,301522,55807.5,156083.953125
2,11,7,54,27,900,3,301522,55807.5,156083.953125
2,11,7,56,12,900,3,300502,55807.75,156082.859375
2,11,7,57,51,900,3,300502,55807.75,156082.859375
2,11,7,59,28,900,3,300502,55807.75,156082.859375
2,11,8,1,10,900,3,300502,55774.125,155204.25
2,11,8,2,52,900,3,300502,54430.375,154324.578125
2,11,8,2,52,900,3,300502,54430.375,154324.578125
2,11,8,4,31,900,3,300502,52890.75,154357.90625
2,11,8,6,14,900,3,300502,52405.125,153698.796875
2,11,8,7,56,900,3,300502,50365.75,153740.046875
2,11,8,9,36,900,3,300502,49046.125,153773.453125
2,11,8,11,16,900,3,300502,48026.375,153797.15625
2,11,8,12,55,900,3,300502,47761.375,153661.453125
2,11,8,14,37,900,3,300502,47102.625,153429.40625
2,11,8,16,16,900,3,300502,46801.5,153449.84375
2,11,8,17,44,900,3,300502,46044.375,153001.5625
2,11,8,19,21,900,3,300502,45372.875,152604.90625
2,11,8,20,51,900,3,300502,44888.75,153377.578125
2,11,8,22,25,900,3,300502,44450.75,154117.609375
2,11,8,23,56,900,3,300502,44195.875,154547.625
2,11,8,25,35,900,3,300502,44043.0,154806.0
2,11,8,27,1,900,3,300502,43187.875,156054.40625
2,11,8,27,1,900,3,300502,43187.875,156054.40625
2,11,8,28,28,900,3,300502,42503.875,156146.984375
2,11,8,29,56,900,3,300502,42730.75,155763.109375
2,11,8,31,19,900,3,300502,43067.125,156133.03125
2,11,8,32,45,900,3,300502,43082.75,156149.875
2,11,8,32,45,900,3,300502,43082.75,156149.875
2,11,8,34,9,900,3,301522,43083.375,156149.484375
2,11,8,35,28,900,3,301522,43083.375,156149.484375
2,11,8,36,47,900,3,301522,43083.375,156149.484375
2,11,8,38,8,900,3,301522,43083.375,156149.484375
2,11,8,39,29,900,3,301522,43201.0,156042.484375
2,11,8,40,52,900,3,301522,43632.0,155500.65625
2,11,8,42,15,900,3,301522,44110.875,154691.578125
2,11,8,43,33,900,3,301522,44263.5,154433.578125
2,11,8,44,49,900,3,301522,44630.375,153813.84375
2,11,8,46,10,900,3,301522,44935.875,153297.859375
2,11,9,1,34,900,3,301522,51694.75,153709.828125
2,11,9,1,35,900,3,301522,51714.75,153709.4375
2,11,9,2,50,900,3,301522,51885.0,153797.75
2,11,9,4,0,900,3,301522,52534.875,154365.78125
2,11,9,5,14,900,3,301522,53954.375,154334.71875
2,11,9,6,24,900,3,301522,55749.625,154428.71875
2,11,9,7,32,900,3,301522,55547.125,156076.125
2,11,16,45,32,900,2,201525,43106.25,156128.609375
2,11,16,49,30,900,2,201525,43106.25,156128.609375
2,11,16,51,30,900,2,201525,43546.5,155645.34375
2,11,16,53,28,900,2,201525,44076.25,154750.25
2,11,16,55,24,900,2,201525,44310.25,154354.578125
2,11,16,57,18,900,2,201525,44645.375,153952.1875
2,11,16,59,14,900,2,201525,45092.75,154217.09375
2,11,17,1,12,900,2,201525,45677.75,154563.25
2,11,17,4,55,900,2,201525,47301.5,155880.515625
2,11,17,6,39,900,2,201525,48383.75,156244.484375
2,11,17,8,32,900,2,201525,48700.375,156086.609375
2,11,17,10,29,900,2,201525,49509.25,156212.578125
2,11,17,12,29,900,2,201525,51529.0,156171.609375
2,11,17,14,26,900,2,201525,52753.0,156162.796875
2,11,17,16,25,900,2,201525,54132.5,156135.0625
2,11,17,18,26,900,2,201525,55808.5,156107.65625
2,11,17,20,26,900,2,201525,55895.75,157942.203125
2,11,17,22,29,900,2,201525,56476.125,158067.671875
2,11,17,24,17,900,2,201525,57301.625,156612.484375
2,11,17,26,2,900,2,201525,57608.125,155748.625
2,11,17,27,47,900,2,201525,57608.125,155748.625
