date,month,hour,minute,second,index,unknown1,unknown2,x,y
31,10,12,42,43,901,4,400004,41280.0,157789.828125
31,10,12,43,51,901,4,400004,41380.625,158176.765625
31,10,12,44,59,901,4,400004,41489.5,159300.5
31,10,12,46,6,901,4,400004,41513.25,160240.21875
31,10,12,47,12,901,4,400004,41529.25,160879.828125
31,10,12,49,28,901,4,400004,41893.25,163049.28125
31,10,12,50,36,901,4,400004,41676.0,164263.71875
31,10,12,51,43,901,4,400004,41316.0,165618.875
31,10,12,52,57,901,4,400004,39464.875,165701.40625
31,10,12,54,3,901,4,400004,39314.875,165660.953125
31,10,12,55,14,901,4,400004,39311.125,165521.296875
31,10,12,56,26,901,4,400004,39611.25,164415.375
31,10,12,57,37,901,4,400004,40198.625,163962.3125
31,10,12,58,48,901,4,400004,40186.0,163502.5
31,10,12,59,59,901,4,400004,40784.5,163459.3125
31,10,12,59,59,901,4,400004,40784.5,163459.3125
31,10,13,1,5,901,4,400004,40784.5,163459.3125
31,10,13,2,10,901,4,401005,40785.25,163460.390625
31,10,13,3,16,901,4,401005,40785.25,163460.390625
31,10,13,4,22,901,4,401005,40785.25,163460.390625
31,10,13,5,29,901,4,401005,40785.25,163460.390625
31,10,13,6,35,901,4,401005,40263.875,163781.15625
31,10,13,7,42,901,4,401005,40200.875,164402.625
31,10,13,8,49,901,4,401005,39424.5,164374.1875
31,10,13,10,55,901,4,401005,39303.5,165251.46875
31,10,13,11,57,901,4,401005,39309.0,165451.28125
31,10,13,16,20,901,4,401005,41988.125,163843.125
31,10,13,16,20,901,4,401005,41988.125,163843.125
31,10,13,17,27,901,4,401005,41892.875,162727.140625
31,10,13,18,30,901,4,401005,41869.625,161607.546875
31,10,13,19,32,901,4,401005,41537.125,161177.375
31,10,13,20,37,901,4,401005,41514.25,160277.78125
31,10,13,21,39,901,4,401005,41498.625,159657.859375
31,10,13,22,44,901,4,401005,41480.75,158938.390625
31,10,13,23,48,901,4,401005,41467.625,158438.453125
31,10,13,24,52,901,4,401005,41462.25,157624.25
31,10,13,25,56,901,4,401005,41994.75,157139.5
31,10,13,27,1,901,4,401005,42601.375,156587.984375
31,10,13,28,5,901,4,401005,43541.75,155653.453125
31,10,13,30,14,901,4,401005,44010.0,154861.734375
31,10,13,32,23,901,3,301523,44115.375,154683.828125
31,10,13,33,26,901,3,301523,44339.375,154305.125
31,10,13,34,30,901,3,301523,44482.0,154064.109375
31,10,13,35,35,901,3,301523,44736.875,153634.09375
31,10,13,36,45,901,3,301523,45336.5,152620.9375
31,10,13,37,45,901,3,301523,45462.5,152657.53125
31,10,13,38,50,901,3,301523,45583.125,152728.875
31,10,13,39,55,901,3,301523,45858.375,152891.703125
31,10,13,41,0,901,3,301523,45996.25,152972.9375
31,10,13,42,4,901,3,301523,46270.625,153137.984375
31,10,13,43,11,901,3,301523,46102.0,153035.828125
31,10,13,44,15,901,3,301523,46480.5,153259.78125
31,10,13,45,19,901,3,301523,46532.375,153289.78125
31,10,13,46,22,901,3,301523,47013.625,153575.96875
31,10,13,47,27,901,3,301523,48430.0,153787.53125
31,10,13,48,33,901,3,301523,48930.0,153776.421875
31,10,13,49,35,901,3,301523,50089.5,153747.171875
31,10,13,50,43,901,3,301523,51035.25,153722.8125
31,10,13,51,49,901,3,301523,51715.0,153709.4375
31,10,13,52,53,901,3,301523,51883.625,153737.953125
31,10,13,53,56,901,3,301523,51890.75,154071.640625
31,10,13,54,59,901,3,300506,51890.75,154072.734375
31,10,13,54,59,901,3,300506,51890.75,154072.734375
31,10,13,56,3,901,3,300506,51929.125,154379.1875
31,10,13,57,6,901,3,300506,52448.5,154132.109375
31,10,13,58,11,901,3,300506,52092.375,153701.125
31,10,13,59,16,901,3,300506,50457.0,153737.921875
31,10,13,59,16,901,3,300506,50457.0,153737.921875
31,10,14,0,22,901,3,300506,49057.25,153773.25
31,10,14,1,26,901,3,300506,48917.375,153776.671875
31,10,14,2,33,901,3,300506,48197.5,153793.125
31,10,14,3,38,901,3,300506,48017.375,153797.328125
31,10,14,4,43,901,3,300506,47876.125,153725.265625
31,10,14,5,56,901,3,300506,47305.875,153393.359375
31,10,14,6,57,901,3,300506,47149.125,153350.796875
31,10,14,8,2,901,3,300506,47108.25,153419.8125
31,10,14,9,10,901,3,300506,46914.25,153516.96875
31,10,14,10,17,901,3,300506,46914.25,153516.96875
31,10,14,11,27,901,3,300506,46344.5,153183.984375
31,10,14,12,35,901,3,300506,45899.375,152915.71875
31,10,14,13,42,901,3,300506,45554.875,152712.28125
31,10,14,14,49,901,3,300506,45102.375,153016.609375
31,10,14,15,57,901,3,300506,44755.75,153601.625
31,10,14,17,6,901,3,300506,44328.0,154324.6875
31,10,14,18,18,901,3,300506,44103.875,154703.375
31,10,14,19,27,901,3,300506,43757.375,155288.421875
31,10,14,20,39,901,3,300506,43338.875,155916.828125
31,10,14,21,49,901,3,300506,42833.75,156376.5625
31,10,14,23,1,901,3,300506,42424.25,156059.171875
31,10,14,24,16,901,3,300506,42649.0,155673.5
31,10,14,25,28,901,3,300506,42864.375,155910.078125
31,10,14,26,40,901,3,300506,43055.75,156174.46875
31,10,14,27,53,901,3,300506,43082.5,156149.875
31,10,14,27,53,901,3,300506,43082.5,156149.875
31,10,14,29,4,901,3,300506,43082.5,156149.875
31,10,14,30,18,901,3,300506,43082.5,156149.875
31,10,14,31,28,901,3,300506,43082.5,156149.875
31,10,14,32,39,901,3,301522,43083.375,156149.484375
31,10,14,33,50,901,3,301522,43083.375,156149.484375
31,10,14,36,26,901,3,301522,43334.75,155920.5625
31,10,14,36,26,901,3,301522,43320.0,155933.984375
31,10,14,37,38,901,3,301522,43601.875,155551.59375
31,10,14,38,51,901,3,301522,43897.375,155052.1875
31,10,14,40,5,901,3,301522,44264.25,154432.828125
31,10,14,41,20,901,3,301522,44498.25,154036.78125
31,10,14,42,33,901,3,301522,44997.5,153193.40625
31,10,14,43,48,901,3,301522,45305.625,152672.984375
31,10,14,45,5,901,3,301522,45669.0,152779.375
31,10,14,46,19,901,3,301522,45647.25,152766.671875
31,10,14,47,32,901,3,301522,45733.625,152817.890625
31,10,14,48,51,901,3,301522,45957.25,152949.984375
31,10,14,50,4,901,3,301522,46611.75,153336.046875
31,10,14,51,19,901,3,301522,46989.375,153561.484375
31,10,14,52,36,901,3,301522,47243.5,153356.265625
31,10,14,53,52,901,3,301522,47917.75,153748.171875
31,10,14,55,10,901,3,301522,48664.875,153782.265625
31,10,14,56,28,901,3,301522,50224.125,153743.859375
31,10,14,57,44,901,3,301522,51874.875,153706.015625
31,10,14,59,5,901,3,301522,51895.125,154277.6875
31,10,15,0,23,901,3,301522,52948.625,154356.421875
31,10,15,1,44,901,3,301522,53608.375,154342.03125
31,10,15,3,4,901,3,301522,54388.5,154325.375
31,10,15,4,25,901,3,301522,55687.625,154282.140625
31,10,15,5,43,901,3,301522,55751.75,155625.328125
31,10,15,7,4,901,3,301522,55533.0,155710.09375
31,10,15,8,27,901,3,301522,55807.5,156083.953125
31,10,15,8,27,901,3,301522,55807.5,156083.953125
31,10,15,9,51,901,3,301522,55807.5,156083.953125
31,10,15,11,13,901,3,301522,55807.5,156083.953125
31,10,15,12,32,901,3,301522,55807.5,156083.953125
31,10,15,13,55,901,3,301522,55807.5,156083.953125
31,10,15,15,16,901,3,301522,55807.5,156083.953125
31,10,15,16,39,901,3,301522,55807.5,156083.953125
31,10,15,18,3,901,3,301522,55807.5,156083.953125
31,10,15,19,27,901,3,301522,55807.5,156083.953125
31,10,15,20,53,901,3,301522,55807.5,156083.953125
31,10,15,22,22,901,3,301522,55807.5,156083.953125
31,10,15,23,47,901,3,301522,55807.5,156083.953125
31,10,15,25,11,901,3,301522,55807.5,156083.953125
31,10,15,28,4,901,3,301522,55807.5,156083.953125
31,10,15,29,31,901,3,301522,55807.5,156083.953125
31,10,15,31,2,901,3,301522,55807.5,156083.953125
31,10,15,32,25,901,3,301522,55807.5,156083.953125
31,10,15,35,21,901,3,300501,55807.75,156082.859375
31,10,15,36,51,901,3,300501,55771.0,155104.34375
31,10,15,38,20,901,3,300501,54430.375,154324.578125
31,10,15,39,52,901,3,300501,53210.625,154350.703125
31,10,15,41,21,901,3,300501,52730.625,154361.3125
31,10,15,42,50,901,3,300501,52305.25,153698.875
31,10,15,45,44,901,3,300501,49357.125,153765.640625
31,10,15,50,29,901,3,300501,48117.375,153795.03125
31,10,15,52,12,901,3,300501,47928.5,153754.171875
31,10,15,53,46,901,3,300501,47796.625,153680.84375
31,10,15,55,16,901,3,300501,47726.5,153642.0625
31,10,15,56,47,901,3,300501,47485.375,153499.703125
31,10,15,58,19,901,3,300501,47072.25,153481.0625
31,10,15,59,52,901,3,300501,46352.0,153188.578125
31,10,16,1,24,901,3,300501,45924.125,152930.203125
31,10,16,3,1,901,3,300501,45314.0,152658.953125
31,10,16,4,38,901,3,300501,45171.375,152899.609375
31,10,16,6,14,901,3,300501,44845.625,153450.65625
31,10,16,7,52,901,3,300501,44478.625,154070.0
31,10,16,9,28,901,3,300501,44162.875,154603.71875
31,10,16,11,5,901,3,300002,43526.625,155678.921875
31,10,16,12,46,901,3,300002,42078.75,157063.046875
31,10,16,12,46,901,3,300002,42064.0,157076.46875
31,10,16,14,23,901,3,300002,41502.0,157588.078125
31,10,16,16,0,901,3,300002,41246.0,158028.734375
31,10,16,17,46,901,3,300002,41447.875,158250.59375
31,10,16,19,28,901,3,300002,41493.75,159464.234375
31,10,16,21,7,901,3,300002,41537.25,161183.953125
31,10,16,22,52,901,3,300002,41883.375,162153.4375
31,10,16,24,34,901,3,300002,41988.875,163869.390625
31,10,16,26,18,901,3,300002,41492.0,165615.046875
31,10,16,28,0,901,3,300002,39992.5,165647.546875
31,10,16,29,42,901,3,300002,39319.125,165815.5625
31,10,16,31,24,901,3,300002,39335.875,166447.125
31,10,16,33,8,901,3,300002,39356.875,167307.0
31,10,16,34,53,901,3,300002,39029.375,167481.3125
31,10,16,34,54,901,3,300002,39029.375,167481.3125
31,10,16,36,39,901,3,300002,39029.375,167481.3125
31,10,16,40,13,901,3,300002,39029.375,167481.3125
31,10,16,42,0,901,3,300002,39029.375,167481.3125
31,10,16,43,48,901,3,300002,39029.375,167481.3125
31,10,16,45,37,901,3,300002,39029.375,167481.3125
31,10,16,47,37,901,3,301006,38675.25,166418.625
31,10,16,47,38,901,3,301006,38675.25,166418.625
31,10,16,49,39,901,3,301006,39050.125,166152.53125
31,10,16,53,22,901,3,301006,39374.875,165703.1875
31,10,16,55,11,901,3,301006,41577.125,164489.671875
31,10,16,58,50,901,3,301006,41526.375,160756.578125
31,10,16,58,50,901,3,301006,41526.0,160736.875
31,10,17,0,36,901,3,301006,41502.0,159797.171875
31,10,17,2,24,901,3,301006,41485.375,159097.375
31,10,17,4,9,901,3,301006,41402.75,158201.140625
31,10,17,5,56,901,3,301006,41729.125,157381.125
31,10,17,7,41,901,3,301006,43069.375,156162.171875
31,10,17,9,35,901,3,301006,43480.625,155757.171875
31,10,17,11,25,901,3,301006,43734.875,155326.796875
31,10,17,13,14,901,3,301006,43999.75,154879.078125
31,10,17,15,5,901,3,301006,44044.75,154803.40625
31,10,17,18,52,901,4,401511,44421.625,154166.703125
31,10,17,20,47,901,4,401511,45173.25,152896.28125
31,10,17,22,44,901,4,401511,45531.375,152698.140625
31,10,17,24,35,901,4,401511,45755.125,152830.609375
31,10,17,26,30,901,4,401511,45806.75,152860.96875
31,10,17,30,17,901,4,401511,46273.875,153140.109375
31,10,17,30,18,901,4,401511,46273.875,153140.109375
31,10,17,32,9,901,4,401511,46808.25,153454.078125
31,10,17,34,2,901,4,401511,46808.25,153454.078125
31,10,17,35,59,901,4,401511,48430.0,153787.53125
31,10,17,37,50,901,4,401511,48729.875,153781.015625
31,10,17,39,43,901,4,401511,50109.5,153746.796875
31,10,17,41,39,901,4,401511,52195.0,153699.15625
31,10,17,43,35,901,4,401511,52375.0,153699.0
31,10,17,45,29,901,4,401511,52502.0,152553.921875
31,10,17,47,21,901,4,401511,52538.0,151845.46875
31,10,17,49,22,901,4,401511,52511.375,150385.90625
31,10,17,52,3,901,4,401511,52798.25,148551.890625
31,10,17,54,6,901,4,401511,53516.625,147707.125
31,10,17,56,0,901,4,401511,53436.0,145910.765625
31,10,18,1,34,901,4,400513,52883.875,145471.453125
31,10,18,1,34,901,4,400513,52883.875,145471.453125
31,10,18,3,26,901,4,400513,52314.5,145696.46875
31,10,18,5,14,901,4,400513,53080.75,146137.15625
31,10,18,7,1,901,4,400513,53563.125,147878.796875
31,10,18,8,47,901,4,400513,53270.5,149194.84375
31,10,18,10,34,901,4,400513,52764.75,149824.34375
31,10,18,12,24,901,4,400513,52532.75,151605.5
31,10,18,14,14,901,4,400513,52421.375,153369.40625
31,10,18,16,3,901,4,400513,50929.5,153725.578125
31,10,18,17,56,901,4,400513,48750.125,153780.625
31,10,18,19,41,901,4,400513,48210.25,153792.875
31,10,18,21,28,901,4,400513,47609.375,153572.828125
31,10,18,23,9,901,4,400513,47334.125,153409.96875
31,10,18,24,54,901,4,400513,46616.5,153338.5
31,10,18,26,33,901,4,400513,46030.625,152993.4375
31,10,18,28,23,901,4,400513,45346.5,152603.59375
31,10,18,30,3,901,4,400513,45030.75,153137.296875
31,10,18,31,41,901,4,400513,44480.875,154066.6875
31,10,18,33,17,901,4,400513,44134.25,154651.71875
31,10,18,41,14,901,4,400004,41483.875,159048.515625
31,10,18,42,39,901,4,400004,41511.375,160168.015625
31,10,18,44,9,901,4,400004,41760.75,161239.75
31,10,18,45,44,901,4,400004,41929.375,163267.109375
31,10,18,47,10,901,4,400004,41618.5,164672.015625
31,10,18,48,35,901,4,400004,40868.25,165628.796875
31,10,18,50,5,901,4,400004,39464.875,165701.40625
31,10,18,51,29,901,4,400004,39464.875,165701.40625
31,10,18,52,56,901,4,400004,39464.875,165701.40625
31,10,18,54,20,901,4,400004,39464.875,165701.40625
31,10,18,55,44,901,4,400004,39309.0,165453.109375
31,10,18,58,20,901,4,400004,40190.0,163654.1875
